Taste ID,인테리어 스타일,메이트 구성,우선순위,예산,Logic ID,추천 개수,KITCHEN 추천,TV 추천,LIVING 추천,평균 점수,최고 점수
126,모던 & 미니멀 (Modern & Minimal),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",13,10,10,0,0,0.720,0.720
127,모던 & 미니멀 (Modern & Minimal),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",47,10,10,0,0,0.680,0.680
128,모던 & 미니멀 (Modern & Minimal),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",36,10,10,0,0,0.680,0.680
129,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,500만원 미만 (실속형),37,10,10,0,0,0.596,0.600
130,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,500만원 미만 (실속형),39,10,10,0,0,0.674,0.680
131,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,500만원 미만 (실속형),14,10,8,2,0,0.806,0.830
132,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,500만원 미만 (실속형),11,10,8,2,0,0.806,0.830
133,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",40,10,0,10,0,0.570,0.570
134,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",2,10,0,10,0,0.710,0.710
135,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",32,10,0,10,0,0.710,0.710
136,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",26,10,0,10,0,0.710,0.710
137,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",42,10,10,0,0,0.650,0.650
138,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",37,10,10,0,0,0.720,0.720
139,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",25,10,10,0,0,0.650,0.650
140,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",10,10,10,0,0,0.830,0.830
141,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",48,10,10,0,0,0.720,0.720
142,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",4,10,10,0,0,0.720,0.720
143,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",2,10,10,0,0,0.830,0.830
144,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",20,10,10,0,0,0.680,0.680
145,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),47,10,10,0,0,0.674,0.680
146,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),6,10,10,0,0,0.596,0.600
147,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),11,10,8,2,0,0.806,0.830
148,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),6,10,10,0,0,0.596,0.600
149,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",8,10,0,10,0,0.560,0.560
150,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",19,10,0,10,0,0.710,0.710
151,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",47,10,0,10,0,0.580,0.580
152,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",31,10,0,10,0,0.570,0.570
153,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",33,10,10,0,0,0.720,0.720
154,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",49,10,10,0,0,0.680,0.680
155,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",11,10,10,0,0,0.830,0.830
156,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",1,10,10,0,0,0.720,0.720
157,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",44,10,10,0,0,0.720,0.720
158,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",47,10,10,0,0,0.680,0.680
159,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",18,10,10,0,0,0.650,0.650
160,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",31,10,10,0,0,0.720,0.720
161,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,500만원 미만 (실속형),15,10,10,0,0,0.596,0.600
162,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,500만원 미만 (실속형),23,10,10,0,0,0.644,0.650
163,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,500만원 미만 (실속형),6,10,10,0,0,0.596,0.600
164,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,500만원 미만 (실속형),50,10,10,0,0,0.644,0.650
165,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",38,10,0,10,0,0.570,0.570
166,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",24,10,0,10,0,0.570,0.570
167,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",14,10,0,10,0,0.710,0.710
168,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",16,10,0,10,0,0.580,0.580
169,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",34,10,10,0,0,0.650,0.650
170,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",17,10,10,0,0,0.720,0.720
171,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",6,10,10,0,0,0.720,0.720
172,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",45,10,10,0,0,0.650,0.650
173,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",31,10,10,0,0,0.720,0.720
174,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",29,10,10,0,0,0.650,0.650
175,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",11,10,10,0,0,0.830,0.830
176,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",36,10,10,0,0,0.680,0.680
177,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,500만원 미만 (실속형),49,10,10,0,0,0.674,0.680
178,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,500만원 미만 (실속형),10,10,8,2,0,0.806,0.830
179,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,500만원 미만 (실속형),24,10,10,0,0,0.596,0.600
180,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,500만원 미만 (실속형),14,10,8,2,0,0.806,0.830
181,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",35,10,0,10,0,0.580,0.580
182,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",12,10,0,10,0,0.580,0.580
183,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",36,10,0,10,0,0.580,0.580
184,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",2,10,0,10,0,0.710,0.710
185,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",9,10,10,0,0,0.650,0.650
186,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",9,10,10,0,0,0.650,0.650
187,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",45,10,10,0,0,0.650,0.650
188,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",28,10,10,0,0,0.650,0.650
189,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",27,10,10,0,0,0.720,0.720
190,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",35,10,10,0,0,0.680,0.680
191,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",36,10,10,0,0,0.680,0.680
192,모던 & 미니멀 (Modern & Minimal),함께 사는 3~4인 가족,가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",42,10,10,0,0,0.650,0.650
193,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,500만원 미만 (실속형),11,10,8,2,0,0.790,0.810
194,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,500만원 미만 (실속형),12,10,10,0,0,0.668,0.670
195,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,500만원 미만 (실속형),13,10,10,0,0,0.598,0.600
196,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,500만원 미만 (실속형),30,10,8,2,0,0.790,0.810
197,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",44,10,0,10,0,0.570,0.570
198,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",27,10,0,10,0,0.570,0.570
199,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",11,10,0,10,0,0.710,0.710
200,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",18,10,0,10,0,0.560,0.560
201,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",3,10,10,0,0,0.720,0.720
202,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",38,10,10,0,0,0.720,0.720
203,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",12,10,10,0,0,0.670,0.670
204,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",3,10,10,0,0,0.720,0.720
205,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",17,10,10,0,0,0.720,0.720
206,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",32,10,10,0,0,0.810,0.810
207,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",3,10,10,0,0,0.720,0.720
208,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",35,10,10,0,0,0.670,0.670
209,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),18,10,10,0,0,0.638,0.640
210,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),38,10,10,0,0,0.598,0.600
211,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),44,10,10,0,0,0.598,0.600
212,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),10,10,8,2,0,0.790,0.810
213,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",13,10,0,10,0,0.570,0.570
214,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",1,10,0,10,0,0.570,0.570
215,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",32,10,0,10,0,0.710,0.710
216,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",48,10,0,10,0,0.570,0.570
217,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",24,10,10,0,0,0.720,0.720
218,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",28,10,10,0,0,0.640,0.640
219,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",31,10,10,0,0,0.720,0.720
220,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",50,10,10,0,0,0.640,0.640
221,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",40,10,10,0,0,0.720,0.720
222,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",16,10,10,0,0,0.670,0.670
223,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",44,10,10,0,0,0.720,0.720
224,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",23,10,10,0,0,0.640,0.640
225,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,500만원 미만 (실속형),45,10,10,0,0,0.638,0.640
226,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,500만원 미만 (실속형),22,10,10,0,0,0.638,0.640
227,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,500만원 미만 (실속형),25,10,10,0,0,0.638,0.640
228,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,500만원 미만 (실속형),34,10,10,0,0,0.638,0.640
229,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",36,10,0,10,0,0.580,0.580
230,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",38,10,0,10,0,0.570,0.570
231,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",38,10,0,10,0,0.570,0.570
232,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",29,10,0,10,0,0.560,0.560
233,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",7,10,10,0,0,0.810,0.810
234,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",27,10,10,0,0,0.720,0.720
235,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",7,10,10,0,0,0.810,0.810
236,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",44,10,10,0,0,0.720,0.720
237,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",9,10,10,0,0,0.640,0.640
238,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",21,10,10,0,0,0.640,0.640
239,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",7,10,10,0,0,0.810,0.810
240,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",16,10,10,0,0,0.670,0.670
241,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,500만원 미만 (실속형),2,10,8,2,0,0.790,0.810
242,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,500만원 미만 (실속형),40,10,10,0,0,0.598,0.600
243,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,500만원 미만 (실속형),16,10,10,0,0,0.668,0.670
244,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,500만원 미만 (실속형),26,10,8,2,0,0.790,0.810
245,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",50,10,0,10,0,0.560,0.560
246,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",47,10,0,10,0,0.580,0.580
247,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",13,10,0,10,0,0.570,0.570
248,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",24,10,0,10,0,0.570,0.570
249,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",21,10,10,0,0,0.640,0.640
250,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",36,10,10,0,0,0.670,0.670
251,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",36,10,10,0,0,0.670,0.670
252,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",17,10,10,0,0,0.720,0.720
253,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",31,10,10,0,0,0.720,0.720
254,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",9,10,10,0,0,0.640,0.640
