Taste ID,인테리어 스타일,메이트 구성,우선순위,예산,Logic ID,추천 개수,KITCHEN 추천,TV 추천,LIVING 추천,평균 점수,최고 점수
255,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",25,10,10,0,0,0.640,0.640
256,코지 & 네이처 (Cozy & Nature),나 혼자 산다 (1인 가구),가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",16,10,10,0,0,0.670,0.670
257,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,500만원 미만 (실속형),28,10,10,0,0,0.638,0.640
258,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,500만원 미만 (실속형),18,10,10,0,0,0.638,0.640
259,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,500만원 미만 (실속형),42,10,10,0,0,0.638,0.640
260,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,500만원 미만 (실속형),19,10,8,2,0,0.790,0.810
261,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",17,10,0,10,0,0.570,0.570
262,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",32,10,0,10,0,0.710,0.710
263,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",21,10,0,10,0,0.560,0.560
264,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",46,10,0,10,0,0.560,0.560
265,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",6,10,10,0,0,0.720,0.720
266,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",24,10,10,0,0,0.720,0.720
267,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",16,10,10,0,0,0.670,0.670
268,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",21,10,10,0,0,0.640,0.640
269,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",28,10,10,0,0,0.640,0.640
270,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",23,10,10,0,0,0.640,0.640
271,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",12,10,10,0,0,0.670,0.670
272,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",45,10,10,0,0,0.640,0.640
273,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),41,10,8,2,0,0.790,0.810
274,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),7,10,8,2,0,0.790,0.810
275,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),40,10,10,0,0,0.598,0.600
276,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),36,10,10,0,0,0.668,0.670
277,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",25,10,0,10,0,0.560,0.560
278,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",10,10,0,10,0,0.710,0.710
279,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",38,10,0,10,0,0.570,0.570
280,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",24,10,0,10,0,0.570,0.570
281,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",9,10,10,0,0,0.640,0.640
282,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",27,10,10,0,0,0.720,0.720
283,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",40,10,10,0,0,0.720,0.720
284,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",5,10,10,0,0,0.810,0.810
285,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",7,10,10,0,0,0.810,0.810
286,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",39,10,10,0,0,0.670,0.670
287,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",5,10,10,0,0,0.810,0.810
288,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",8,10,10,0,0,0.640,0.640
289,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,500만원 미만 (실속형),6,10,10,0,0,0.598,0.600
290,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,500만원 미만 (실속형),9,10,10,0,0,0.638,0.640
291,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,500만원 미만 (실속형),13,10,10,0,0,0.598,0.600
292,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,500만원 미만 (실속형),18,10,10,0,0,0.638,0.640
293,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",18,10,0,10,0,0.560,0.560
294,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",40,10,0,10,0,0.570,0.570
295,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",12,10,0,10,0,0.580,0.580
296,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",45,10,0,10,0,0.560,0.560
297,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",28,10,10,0,0,0.640,0.640
298,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",6,10,10,0,0,0.720,0.720
299,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",6,10,10,0,0,0.720,0.720
300,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",31,10,10,0,0,0.720,0.720
301,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",32,10,10,0,0,0.810,0.810
302,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",8,10,10,0,0,0.640,0.640
303,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",37,10,10,0,0,0.720,0.720
304,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",2,10,10,0,0,0.810,0.810
305,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,500만원 미만 (실속형),12,10,10,0,0,0.668,0.670
306,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,500만원 미만 (실속형),34,10,10,0,0,0.638,0.640
307,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,500만원 미만 (실속형),9,10,10,0,0,0.638,0.640
308,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,500만원 미만 (실속형),12,10,10,0,0,0.668,0.670
309,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",14,10,0,10,0,0.710,0.710
310,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",36,10,0,10,0,0.580,0.580
311,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",48,10,0,10,0,0.570,0.570
312,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",4,10,0,10,0,0.570,0.570
313,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",29,10,10,0,0,0.640,0.640
314,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",43,10,10,0,0,0.670,0.670
315,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",40,10,10,0,0,0.720,0.720
316,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",28,10,10,0,0,0.640,0.640
317,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",46,10,10,0,0,0.640,0.640
318,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",7,10,10,0,0,0.810,0.810
319,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",35,10,10,0,0,0.670,0.670
320,코지 & 네이처 (Cozy & Nature),우리 둘이 알콩달콩 (2인/신혼),가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",46,10,10,0,0,0.640,0.640
321,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,500만원 미만 (실속형),14,10,8,2,0,0.790,0.810
322,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,500만원 미만 (실속형),48,10,10,0,0,0.598,0.600
323,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,500만원 미만 (실속형),41,10,8,2,0,0.790,0.810
324,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,500만원 미만 (실속형),29,10,10,0,0,0.638,0.640
325,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",49,10,0,10,0,0.580,0.580
326,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",35,10,0,10,0,0.580,0.580
327,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",21,10,0,10,0,0.560,0.560
328,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"500만원 ~ 1,500만원 (표준형)",14,10,0,10,0,0.710,0.710
329,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",40,10,10,0,0,0.720,0.720
330,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",22,10,10,0,0,0.640,0.640
331,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",19,10,10,0,0,0.810,0.810
332,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"1,500만원 ~ 3,000만원 (고급형)",30,10,10,0,0,0.810,0.810
333,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",29,10,10,0,0,0.640,0.640
334,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",2,10,10,0,0,0.810,0.810
335,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",45,10,10,0,0,0.640,0.640
336,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,인테리어를 완성하는 디자인,"3,000만원 이상 (하이엔드)",8,10,10,0,0,0.640,0.640
337,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),31,10,10,0,0,0.598,0.600
338,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),14,10,8,2,0,0.790,0.810
339,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),35,10,10,0,0,0.668,0.670
340,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,500만원 미만 (실속형),1,10,10,0,0,0.598,0.600
341,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",10,10,0,10,0,0.710,0.710
342,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",6,10,0,10,0,0.570,0.570
343,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",46,10,0,10,0,0.560,0.560
344,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"500만원 ~ 1,500만원 (표준형)",24,10,0,10,0,0.570,0.570
345,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",9,10,10,0,0,0.640,0.640
346,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",31,10,10,0,0,0.720,0.720
347,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",46,10,10,0,0,0.640,0.640
348,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"1,500만원 ~ 3,000만원 (고급형)",17,10,10,0,0,0.720,0.720
349,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",44,10,10,0,0,0.720,0.720
350,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",4,10,10,0,0,0.720,0.720
351,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",40,10,10,0,0,0.720,0.720
352,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,삶을 편하게 해주는 AI/스마트 기능,"3,000만원 이상 (하이엔드)",6,10,10,0,0,0.720,0.720
353,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,500만원 미만 (실속형),1,10,10,0,0,0.598,0.600
354,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,500만원 미만 (실속형),40,10,10,0,0,0.598,0.600
355,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,500만원 미만 (실속형),5,10,8,2,0,0.790,0.810
356,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,500만원 미만 (실속형),8,10,10,0,0,0.638,0.640
357,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",48,10,0,10,0,0.570,0.570
358,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",46,10,0,10,0,0.560,0.560
359,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",47,10,0,10,0,0.580,0.580
360,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"500만원 ~ 1,500만원 (표준형)",33,10,0,10,0,0.570,0.570
361,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",1,10,10,0,0,0.720,0.720
362,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",42,10,10,0,0,0.640,0.640
363,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",40,10,10,0,0,0.720,0.720
364,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"1,500만원 ~ 3,000만원 (고급형)",9,10,10,0,0,0.640,0.640
365,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",39,10,10,0,0,0.670,0.670
366,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",48,10,10,0,0,0.720,0.720
367,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",12,10,10,0,0,0.670,0.670
368,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,지구를 지키는 에너지 효율,"3,000만원 이상 (하이엔드)",26,10,10,0,0,0.810,0.810
369,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,500만원 미만 (실속형),19,10,8,2,0,0.790,0.810
370,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,500만원 미만 (실속형),35,10,10,0,0,0.668,0.670
371,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,500만원 미만 (실속형),49,10,10,0,0,0.668,0.670
372,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,500만원 미만 (실속형),35,10,10,0,0,0.668,0.670
373,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",38,10,0,10,0,0.570,0.570
374,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",37,10,0,10,0,0.570,0.570
375,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",19,10,0,10,0,0.710,0.710
376,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,"500만원 ~ 1,500만원 (표준형)",6,10,0,10,0,0.570,0.570
377,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",5,10,10,0,0,0.810,0.810
378,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",11,10,10,0,0,0.810,0.810
379,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",22,10,10,0,0,0.640,0.640
380,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,"1,500만원 ~ 3,000만원 (고급형)",34,10,10,0,0,0.640,0.640
381,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",11,10,10,0,0,0.810,0.810
382,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",20,10,10,0,0,0.670,0.670
383,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",5,10,10,0,0,0.810,0.810
384,코지 & 네이처 (Cozy & Nature),함께 사는 3~4인 가족,가성비를 추구하는 가격,"3,000만원 이상 (하이엔드)",35,10,10,0,0,0.670,0.670
