제품군,URL,제품명,모델명,상태,정가,판매가,최대혜택가,구매혜택안내,6년구독가격,최대혜택구독가격,평점,이미지리스트,"실내기/실외기(상, 선식, V, Hz)",면적 Type,방 개수(실내기 대수),거실 실내기(MNV0601C2U) 냉방(정격)(kW),안방 실내기(MNV0231C2U) 냉방(정격)(kW),방 실내기(MNV0201C2U) 냉방(정격)(kW),실외기 냉방(정격)(kW),조합률,거실 실내기(MNV0601C2U) 냉방(정격)(A),안방 실내기(MNV0231C2U) 냉방(정격)(A),방 실내기(MNV0201C2U) 냉방(정격)(A),실외기 냉방(정격)(A),거실 실내기(MNV0601C2U) 풍량(m³/min),안방 실내기(MNV0231C2U) 풍량(m³/min),방 실내기(MNV0201C2U) 풍량(m³/min),실외기 풍량(m³/min),"거실 실내기 치수(WxHxD, mm)","거실 판넬 치수(WxHxD, mm)","안방/방 실내기 치수(WxHxD, mm)","안방/방 판넬 치수(WxHxD, mm)","실외기 치수(WxHxD, mm)",거실 실내기 중량(kg),거실 판넬 중량(kg),안방/방 실내기 중량(kg),안방/방 판넬 중량(kg),실외기 중량(kg),거실/안방/방 실내기 액관(mm),거실 실내기 가스관(mm),안방/방 실내기 가스관(mm),실외기 액관(mm),실외기 가스관(mm),종류,외경(mm),형식,UV-LED 팬살균,열교환기 세척,AI건조,AI바람,AI쾌적수면바람,소프트바람,공간맞춤바람,에너지 소비효율 등급,외출절전,AI스마트케어,AI에너지맞춤,ThinQ,음성인식,부재감지 모니터링,품명 및 모델명 (대표모델),KC 인증 필 유무 (대표모델),KC인증조회,동일 모델의 출시년월,제조자,제조국,A/S 책임자와 전화번호,품질보증기준,거실 실내기(MNV0721C2U) 냉방(정격)(kW),거실 실내기(MNV0721C2U) 냉방(정격)(A),거실 실내기(MNV0721C2U) 풍량(m³/min),안방 실내기(MNV0321C2U) 냉방(정격)(kW),안방 실내기(MNV0321C2U) 냉방(정격)(A),안방 실내기(MNV0321C2U) 풍량(m³/min),냉방/난방면적(m²),냉방능력(최소/정격/최대)(kW),냉방소비전력(최소/정격/최대)(kW),난방능력(최소/정격/최대)(kW),난방소비전력(최소/정격/최대)(kW),에너지소비효율등급(냉방/난방),실외기,타입,실내기 사이즈(mm),실외기 사이즈(mm),롱파워 강력 냉난방,상하/좌우 자동 풍향조절,풍량조절/송풍운전,제습 운전,쾌적절전,실내 공기질 디스플레이,자동건조,ThinQ(Wi-Fi),리모컨,스마트진단,품명 및 모델명,KC 인증 필 유무,판넬 사이즈(mm),공기청정,UVnano,향균 드레인 / 단열재,AI 자동건조,승강그릴,R1 Compression,아이스쿨파워,쾌적절전기능,인체감지,공간맞춤 6대 기류,레이더 먼지센서,360 원형바람
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/pw0830r2l,LG 상업용 스탠드 (프리미엄)23㎡4등급,PW0830R2L,비판매상품,,,,,,,,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md10657831/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10657831/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10657831/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10657831/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10657831/gallery/small04.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2025년 4월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,23,3.00 / 8.30 / 10.50,0.60 / 2.80 / 3.40,3.60 / 9.20 / 12.60,0.70 / 2.80 / 3.90,4등급 / 5등급,1Fan,P-Style,"590 x 1,840 x 300",950 x 834 x 330,O,O,O,X,X,X,O,옵션,무선,옵션,냉난방기(PW0830R2L),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-PNW0830R2SL(전자파 적합등록),,,,,,,,,,,,,
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/pw1450t9l,LG 상업용 스탠드 (프리미엄)40㎡5등급,PW1450T9L,비판매상품,,,,,,,,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md10657831/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10657831/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10657831/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10657831/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10657831/gallery/small04.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2025년 4월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,40,4.30 / 14.50 / 16.80,0.73 / 5.20 / 6.30,4.50 / 16.70 / 20.10,0.75 / 4.95 / 7.60,5등급 / 5등급,1Fan,P-Style,"590 x 1,840 x 440","950 x 1,380 x 330",O,O,O,X,X,X,O,옵션,무선,옵션,냉난방기(PW1450T9L),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-PNW1450T9SL(전자파 적합등록),,,,,,,,,,,,,
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/tw0720b2hl,LG 휘센 4Way (프리미엄 PLUS)58.5㎡3등급,TW0720B2HL,비판매상품,,,,,,,,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md08998828/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small06.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2025년 4월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,58.5,3.20 / 7.20 / 9.60,0.50 / 2.10 / 3.40,3.30 / 8.60 / 11.00,0.60 / 2.60 / 3.66,3등급 / 4등급,1Fan,,840 x 204 x 840,950 x 834 x 330,,,,,,,,O,,,냉난방기(TW0720B2HL),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-TNW0720B2HL (전자파 적합등록)R-C-LGE-LCWB-006(전자파 적합등록)HM07125-25188(전기용품 안전확인),950 x 35 x 950,옵션,X,O,O,옵션,X,X,O,옵션,O,,
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/tw0900a2hl,LG 휘센 4Way (프리미엄 PLUS)81.8㎡3등급,TW0900A2HL,비판매상품,,,,,,,,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md08998828/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small06.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2025년 4월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,81.8,3.40 / 9.00 / 11.20,0.51 / 2.50 / 3.70,4.30 / 11.00 / 13.50,0.72 / 2.80 / 3.90,3등급 / 3등급,1Fan,,840 x 288 x 840,950 x 834 x 330,,,,,,,,O,,,냉난방기(TW0900A2HL),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-TNW0900A2HL(전자파 적합등록)R-C-LGE-LCWB-006(전자파 적합등록)HM07125-25189(전기용품 안전확인),950 x 35 x 950,옵션,X,O,O,옵션,X,X,O,옵션,O,,
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/tw1450a9hl,LG 휘센 4Way (프리미엄 PLUS)131.8㎡4등급,TW1450A9HL,비판매상품,,,,,,,,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md08998828/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small06.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2025년 4월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,131.8,4.20 / 14.50 / 17.50,0.64 / 4.46 / 6.20,6.10 / 16.70 / 20.50,1.12 / 4.60 / 7.50,4등급 / 3등급,2Fan,,840 x 288 x 840,"950 x 1,380 x 330",,,,,,,,O,,,냉난방기(TW1450A9HL),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-TNW1450A9HL(전자파 적합등록)R-C-LGE-LCWB-006(전자파 적합등록)HM07125-25190(전기용품 안전확인),950 x 35 x 950,옵션,X,O,O,옵션,X,X,O,옵션,O,,
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/tw0721a2hr,LG 휘센 4Way (슈프림)58.5㎡1등급,TW0721A2HR,비판매상품,,,,,,,,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md08998828/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small06.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2025년 2월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,58.5,4.45 / 7.20 / 14.50,0.70 / 1.45 / 5.14,6.00 / 9.00 / 14.80,1.10 / 1.75 / 3.63,1등급 / 1등급,2Fan,,840 x 288 x 840,"950 x 1,380 x 330",,,,,,,,O,,,냉난방기(TW0721A2HR),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-TNW1455A9UR(전자파 적합등록)R-C-LGE-LCWB-006(전자파 적합등록)KS C 9306 제3810호(전기용품 안전확인),950 x 35 x 950,옵션,O,O,O,옵션,O,X,O,옵션,O,,
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/tw0901a2hr,LG 휘센 4Way (슈프림)81.8㎡1등급,TW0901A2HR,비판매상품,,,,,,,,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md08998828/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small06.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2025년 2월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,81.8,4.45 / 9.00 / 14.50,0.70 / 2.00 / 5.14,6.00 / 11.00 / 14.80,1.10 / 2.30 / 3.63,1등급 / 1등급,2Fan,,840 x 288 x 840,"950 x 1,380 x 330",,,,,,,,O,,,냉난방기(TW0901A2HR),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-TNW1455A9UR(전자파 적합등록)R-C-LGE-LCWB-006(전자파 적합등록)KS C 9306 제3810호(전기용품 안전확인),950 x 35 x 950,옵션,O,O,O,옵션,O,X,O,옵션,O,,
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/tw1451a9hr,LG 휘센 4Way (슈프림)131.8㎡1등급,TW1451A9HR,비판매상품,,,,,,,,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md08998828/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md08988838/gallery/small06.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2025년 2월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,131.8,4.80 / 14.50 / 18.70,0.70 / 3.75 / 5.75,6.30 / 16.70 / 21.80,1.10 / 3.85 / 6.43,1등급 / 1등급,2Fan,,840 x 288 x 840,"950 x 1,380 x 330",,,,,,,,O,,,냉난방기(TW1451A9HR),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-TNW145QA9UR(전자파 적합등록)R-C-LGE-LCWB-006(전자파 적합등록)KS C 9306 제3810호(전기용품 안전확인),950 x 35 x 950,옵션,O,O,O,옵션,O,X,O,옵션,O,,
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/pw145pf9sr,LG 상업용 스탠드 (슈프림)131.8㎡1등급,PW145PF9SR,비판매상품,,,,,,,5.0,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md10583886/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10583886/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10583886/gallery/small02.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2024년 3월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,131.8,6.00 / 14.50 / -,0.98 / 3.85 / -,6.70 / 16.70 / -,1.20 / 3.95 / -,1등급 / 1등급,2Fan,L-Style,"1,050 x 1,880 x 495","950 x 1,380 x 330",O,X,O,O,X,X,O,옵션,무선,옵션,냉난방기(PW145PF9SR),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-PW-0026 (전자파 적합등록),,,,,,,,,,,,,
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/tw1450y9sr,LG 휘센 원형131.8㎡3등급,TW1450Y9SR,비판매상품,,,,,,,5.0,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md10638826/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10638826/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10638826/gallery/small02.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2023년 4월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,131.8,4.20 / 14.50 / 17.40,0.72 / 4.80 / 6.90,6.10 / 16.70 / 19.20,1.15 / 4.90 / 8.00,3등급 / 4등급,2Fan,,"1,050 x 330 x 1,050","950 x 1,380 x 330",,,,,,,,옵션,,,냉난방기(TW1450Y9SR),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-REM-LGE-TW-0020(전자파 적합등록)KS C 9306 제3810호(전기용품 안전확인),,옵션,O,O,O,,O,,O,,,O,O
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/tw0900y2sr,LG 휘센 원형81.8㎡3등급,TW0900Y2SR,비판매상품,,,,,,,5.0,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md10638826/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10638826/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10638826/gallery/small02.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2023년 4월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,81.8,3.40 / 9.00 / 10.80,0.58 / 2.50 / 3.70,4.20 / 11.00 / 13.00,0.75 / 3.10 / 4.06,3등급 / 4등급,1Fan,,"1,050 x 330 x 1,050",950 x 834 x 330,,,,,,,,옵션,,,냉난방기(TW0900Y2SR),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-TW-0022(전자파 적합등록)KS C 9306 제3810호(전기용품 안전확인),,옵션,O,O,O,,O,,O,,,O,O
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/tw0722y2sr,LG 휘센 원형58.8㎡2등급,TW0722Y2SR,비판매상품,,,,,,,5.0,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md10638826/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10638826/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10638826/gallery/small02.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2023년 4월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,58.8,2.80 / 7.20 / 9.80,0.45 / 2.04 / 3.40,4.10 / 8.60 / 11.70,0.74 / 2.20 / 3.66,2등급 / 3등급,1Fan,,"1,050 x 330 x 1,050",950 x 834 x 330,,,,,,,,옵션,,,냉난방기(TW0722Y2SR),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-TW-0022(전자파 적합등록)KS C 9306 제3810호(전기용품 안전확인),,옵션,O,O,O,,O,,O,,,O,O
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/tw0722y2br,LG 휘센 원형58.8㎡2등급,TW0722Y2BR,비판매상품,,,,,,,,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md10638830/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10638830/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10638830/gallery/small02.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2023년 4월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,58.8,2.80 / 7.20 / 9.80,0.45 / 2.04 / 3.40,4.10 / 8.60 / 11.70,0.74 / 2.20 / 3.66,2등급 / 3등급,1Fan,,"1,050 x 330 x 1,050",950 x 834 x 330,,,,,,,,옵션,,,냉난방기(TW0722Y2BR),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-TW-0022(전자파 적합등록)KS C 9306 제3810호(전기용품 안전확인),,옵션,O,O,O,,O,,O,,,O,O
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/tw0900y2br,LG 휘센 원형81.8㎡3등급,TW0900Y2BR,비판매상품,,,,,,,,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md10638830/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10638830/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10638830/gallery/small02.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2023년 4월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,81.8,3.40 / 9.00 / 10.80,0.58 / 2.50 / 3.70,4.20 / 11.00 / 13.00,0.75 / 3.10 / 4.06,3등급 / 4등급,1Fan,,"1,050 x 330 x 1,050",950 x 834 x 330,,,,,,,,옵션,,,냉난방기(TW0900Y2BR),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-TW-0022(전자파 적합등록)KS C 9306 제3810호(전기용품 안전확인),,옵션,O,O,O,,O,,O,,,O,O
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/tw1450y9br,LG 휘센 원형131.8㎡3등급,TW1450Y9BR,비판매상품,,,,,,,,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md10638830/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10638830/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10638830/gallery/small02.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2023년 4월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,131.8,4.20 / 14.50 / 17.40,0.72 / 4.80 / 6.90,6.10 / 16.70 / 19.20,1.15 / 4.90 / 8.00,3등급 / 4등급,2Fan,,"1,050 x 330 x 1,050","950 x 1,380 x 330",,,,,,,,옵션,,,냉난방기(TW1450Y9BR),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-REM-LGE-TW-0020(전자파 적합등록)KS C 9306 제3810호(전기용품 안전확인),,옵션,O,O,O,,O,,O,,,O,O
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/pw072pt2sr,LG 상업용 스탠드 (슈프림)58.8㎡1등급,PW072PT2SR,비판매상품,,,,,,,5.0,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small09.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2021년 2월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,58.8,3.55 / 7.20 / 11.90,0.57 / 1.48 / 5.25,5.20 / 8.50 / 14.60,1.09 / 1.85 / 5.30,1등급 / 1등급,2Fan,L-Style,"590 x 1,840 x 460","950 x 1,380 x 330",O,O,O,O,O,X,O,옵션,무선,옵션,냉난방기(PW072PT2SR),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-PUW-0041 (전자파 적합등록),,,,,,,,,,,,,
시스템 에어컨,https://www.lge.co.kr/system-air-conditioners/pw083pt2sr,LG 상업용 스탠드 (슈프림)75.5㎡1등급,PW083PT2SR,비판매상품,,,,,,,5.0,"['https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small08.jpg', 'https://www.lge.co.kr/kr/images/system-air-conditioners/md10510826/gallery/small09.jpg']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,공정거래위원회(소비자24)제공 인증정보 조회,2020년 5월,LG전자㈜,한국,LG전자서비스센터 / 1544-7777,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,,,,,,,75.5,3.55 / 8.30 / 12.80,0.57 / 1.85 / 5.40,5.20 / 9.00 / 15.80,1.09 / 1.95 / 5.45,1등급 / 1등급,2Fan,L-Style,"590 x 1,840 x 460","950 x 1,380 x 330",O,O,O,O,O,X,O,옵션,무선,옵션,냉난방기(PW083PT2SR),KC 인증 필 유 - 로고 및 관련 내용을 확인 할 수 있습니다.R-R-LGE-PUW-0041 (전자파 적합등록),,,,,,,,,,,,,
