model_name,recommend_reason
AS235DWSA,"많은 사용자 리뷰에서 'LG 공기청정기를 들이고 나니 집안 공기가 훨씬 상쾌해졌어요. 1등급 제품이라 전기요금 걱정도 덜하고, 무엇보다 깔끔한 하얀색 디자인이라 집안 분위기랑 잘 어울려 더 만족스럽습니다. 서비스 기사님도 설치부터 사용 설명까지 친절하게 해주셔서 기분 좋게 시작할 수 있었어요. 전반적으로 성능도 디자인도 마음에 쏙 드는 제품이라 추천드리고 싶습니다. / LG퓨리케어 공기청정기 좋은건 말 안해도 다 알죠! 신혼집에 필수가전으로 구매했어요~때마침 에너지효율 1등급 환급도 받을 거라 더 기분좋은 소비네요~기사님도 정확한 시간에 친절하게 배송해주셔서 감사드려요~이제 하루 종일 신선한 공기 마시면서 살수 있어서 행복합니다~ㅎㅎ / 신혼집 입주하면서 구입했어요ㅎㅎ
신축아파트라 새집증후군 걱정도 되고, 요즘 미세먼지 이슈도 많아서 공기청정기는 필수라고 생각했어요!
열심히 검색하다가 좋은 후기가 많아서 고른 것이 이 제품인데, 기능도 좋고 조작도 편리하고 무엇보다 깔끔한 화이트 색상이라 인테리어도 해치지 않고 너무너무 만족합니다~~' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS355NSNA,"많은 사용자 리뷰에서 '좋아요~
공기청정잘되고. 생각보다조용해요~ / 구입하길 정말 잘한제품중에 하나애요~미세먼지 심한날 집안을 쾌적하게 해주니 좋네요~ / 깔끔하고 이뻐서 너무좋아요!!
공기청정도 잘되네요~' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS355NSNAM,"많은 사용자 리뷰에서 '디자인과 색상 모두 너무 예뻐요
저희집과도 잘어울리고
성능은 계속 써봐야겠지만 벌써부터
공기질이 좋아지는 기분이에요
상태알림창도 자세히 표시되어 좋아요 / 공기청정기 너무 좋아요ㅠㅠ
공기가 맑아지는 기분 ㅎㅎㅎㅎ
디자인도 넘넘 예뻐용 / 공기청정 기능이 잘되어잇어서 너무 좋아요' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS205NSJA,"많은 사용자 리뷰에서 '공기청정기 기능도 좋고 디자인도 이뻐요 / 일단 디자인이 예뻐서 주변 인테리어와 잘 어울려서 좋아요
AI운전 모드로 두면 모든걸 알아서 작동 시켜주니 좋습니다
가동 소음도 거슬리지 않고 좋아서 방마다 구성해서 쓰려고 합니다.

필터를 1년에 한번씩 바꿔야 하는데 구독으로 신경 쓸일 없어서
보내주시면 교환만 할 수 있어서 좋아요 / 성능도 좋고 집안 인테리어에 잘 어울려서 정말 좋습니다.' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS305DWWL,"많은 사용자 리뷰에서 '탈취 기능도 뛰어나고 집안이 상쾌합니다
필터도 고사양으로 호환도 가능하다고하니 좋은것 같아요
선택 잘한것 같아요 / 사용한 지 며칠 되지 않았지만 확실히 공기가 더 맑고 쾌적해진 것을 느낄 수 있었습니다. 디자인도 심플하면서 세련돼서 어느 공간에 두어도 잘 어울리고, 인테리어 효과도 있는 것 같아요. 여러 곳에서 가격을 비교해본 끝에 라이브방송 할 때 구입해서 가장 저렴하게 구매할 수 있었던 것도 만족스러운 부분입니다. 공기질이 걱정되시는 분들께 추천드리고 싶은 제품입니다.
배송도 빠르고 기사님도 친절하세요~~ / 공기청정기를 놓고 싶었는데 괜찮은 제품을 선택한 것같아요! 기사님도 친절하게 잘 알려주셨어요
생각보다 크긴 하나 공기 청정 잘 될 것 같습니다!' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS305DWWLM,"많은 사용자 리뷰에서 '정말 만족스럽습니다.
사용한 지 며칠 되지 않았지만 확실히 공기가 더 맑고 쾌적해진 것을 느낄 수 있었습니다. 디자인도 심플하면서 세련돼서 어느 공간에 두어도 잘 어울리고, 인테리어 효과도 있는 것 같아요. 여러 곳에서 가격을 비교해본 끝에 라이브방송 할 때 구입해서 가장 저렴하게 구매할 수 있었던 것도 만족스러운 부분입니다. 공기질이 걱정되시는 분들께 추천드리고 싶은 제품입니다.
배송도 빠르고 기사님도 친절하세요~~ / 공기청정기 정말마음에 듭니다.
색상 너무이뻐요.
기능면에서도 뛰어납니다.
초미세먼지까지 잡아주고 다양한 기능들이 있어
집환경에 맞게 조작할수있어 너무 편리하고
디자인도 이뻐요.
집인테리어하고 집냄새로 구입했는데 너무잘산것 같아요 . 무게는 좀 무겁고 자리찾지는좀 하지만
든든합니다. 분리하여 세척도 가능해 편리합니다. / 공기청정기랑 세트로 샀는데 여기저기 옮기기도 편하고 좋네요ㅎㅎ' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS183HWFS,"많은 사용자 리뷰에서 '큰 용량 공청기는 너무 커서 작은 용량으로 사봤어요
깔끔하고 크기도 적당하고 잘돌아갑니다
필터가는 것도 편해보이고 만족해요 / 좋아요^^ 일단 제품이 무겁지 않아 이동하기 편하고요 소음도 적고 디자인이 깔끔한 편이에요 아기들 키우거나 노인들에게도 적당한것 같아요 필터교체도 쉽게 이루어지네요 추천합이다 가격도 적당하고요 / 공기청정이 필요해서 샀는데
딱이네요 사이즈도 좋고 성능도 좋아요' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS153HWWC,"많은 사용자 리뷰에서 '뭔가 공기가 맑은 느낌이에요 ㅋㅋㅋ
설치도 편하고 필터 가는것더 편리해서 좋은 것 같아요 / 안방에 둘 용도로 구입했어요
기능에 충실한 제품이고 필터 믿고 주문했는데
가성비제품으로 만족합니다! / 기존 사용하던 공기청정기보다 크기가 작은데 성능은 좋은것 같아요~ 크기가 작아서 선반에 올려 놓으니 딱 안성맞춤이에요 ㅎㅎ
필터덮개도 함께 있으니 물세척도 가능해서 더욱 좋아요~~
잘 사용하겠습니다~^^' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS155GWDL,"많은 사용자 리뷰에서 '공기청정기 디자인 우수하고 성능도 준수한 편이고 적당한 사이즈에 깔끔함에 빠졌어요. 너무 좋습니당 / 일단 디쟌이 너무심플 깔끔하면서 고급미가 있어요
소음이 거의없어 놀랐고 무드등도 엘지띵큐연결하면 다양한색이있어 변경도되고 자리차지도않고
너무 만족하며 사용중입니다
필터도 교체하기쉽게되어있어 그부분도 좋았어요
기능또한 터치로 조작이쉽고 간편하게되어있어
너무만족합니다^^ / 부피도적고 디자인도 이뻐서 심미적으로 매우 만족하지만
공기청정기능도 좋은거같아서.맘에듭니다' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS183HWWA,"많은 사용자 리뷰에서 '공기청정기 주변에서 추천받아서 사용중인데 냄새도 잘잡아주고 필터교체도 편리하고 디자인도 깔끔하고 좋아서 구입후 만족하는 제품이에요 / 방에 사용하려고 구매했는데 사이즈도 적당하고 성능도 좋은것 같아요.
도착하자마자 작동해 보는데 청정도 잘 되는것 같고 공기도 나쁘지 않아요^^ / 가성비 좋다는 저렴이 쓰다가 오래 되기도 하고 마침 할인 행사도 하길래 구매했는데 사이즈도 딱 좋고 인테리어도 되고 1석2조네요
성능은 자동 모드 틀어 놓으니 공기 질에 맞게 알아서 조절하면서 작동되니 신경 안 써도 되고 좋습니다' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
FS065PSKA,"많은 사용자 리뷰에서 '공기청정기이지만 선풍기처럼 쓰거나 겨울에는 온풍으로 쓸수있는점이 매력적이라고 생각되어 구매했습니다 공간도 많이 차지안하고 디자인도 너무 이쁘네요 만족합니다 / 디자인 이쁘고 공기청정에 온풍 기능까지 정말 좋습니다~ / 온풍기
청정기
겸용이라서 좋아요
고급스럽습니다
잘 쓰겠습니다' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS153HWFS,"많은 사용자 리뷰에서 '공기 청정기 필요해서 하나 장만했는데 합리적인 가격으로 좋은거 사서 너무 만족스러워요 공기청정기 디자인도 마음에 들어요 / 새로 꾸민 곳에 새집 냄새가 나서 구매했어요. 먼지, 가스 예민하게 반응하고 색깔로 표시되서 좋고 공기도 잘 걸러주어서 아주 좋습니다. 가벼워서 이동하기도 편해요. / 작은방에 없다가 추천으로 사서 써보아서니 너무 방이 공기다좋아지고 먼지도 없어졋 너무 사용하기좋아요' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS355NSEL,"많은 사용자 리뷰에서 '아기가 있어서 실내공기에 신경이 쓰여서 구매했어요!
설치후 작동하니 기분탓이지만 바로 공기가 좋아진 느낌?ㅎ
바람세기도 적당히 쎄서 순환이 잘되는것 같아요ㅎㅎ
내돈내산 좋은결과물이라 뿌듯합니다ㅎㅎ! / 너무좋아여 디자인도 공기도 쾌적해져요 인테리오 소품으로도딱이에요 / 오브제컬렉션답게 인테리어에 너무 찰떡이며
성능까지 완벽합니다.
무엇보다 좋은건 360도 흡입 기능이 가능해 방향신경쓰지 않아도 집안 공기를 골고루 정화해 줄 뿐아니라 ai모드 설정시 공기상태에 따라 스스로
세기조절까지 해줘 외출 후 귀가시 쾌적하게 유지,소음도 적고, 초미세먼지를 잡아주는 필터 또한 믿음직스러우며,공기상태 등 실시간 확인 할 수 있어 만족감이 높음.' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS065PWHA,"많은 사용자 리뷰에서 '디자인도 너무 예쁘고 선반으로도 사용할 수 있어서 편해요 무선충전기도 있고 무드등까지!!

성능도 좋은거 같아요~ / 디자인도 너무 이쁘고 실용적이게 충전도되서 좋아요! / 공기청정기가 너무 이뻐요
공간 활용성도 좋고 무선 충전 되고 은은한 무드등까지 이뻐요
아주 만족 합니다
디자인은 정말 너무 마음에 들어요
공기청정기중에 1등인거 같습니다
만족한 구매 입니다' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS355NSELM,"많은 사용자 리뷰에서 '집에 아기가 태어나서 공기청정기 새로 구입했어용!!
공기청정기하면 LG퓨리케어밖에 안떠올라용👍
몇년사이에 디자인과 색감이 더 고급스러워졌네요!설치기사님도 미리 일정조율연락주시고 오셔서도 친절하게 설명해주셨어용!!
스마트폰하고 연동도 되고 사용하기 편리해요!
냄새에도 빠르게 반응하고 움직이는거보니 믿을만해용 역시 LG퓨리 공기청정기네요!!
너무 만족하는 제품입니다!사용 잘 할게요😃 / 곧 아기가 태어나서 공기청정기를 주문했어요~
구독으로 깨끗한 관리도 가능하고
무빙휠로 안방 거실 옮겨다니면서 사용할 수 있어서 너무 좋아요!!
디자인도 예뻐서 최고입니다!!!!!!!!! / 제품은 만족합니다. 디자인도 세련되고 공기청정과 팬과 먼지살균이 된다하니 믿고 만족하고 사용합니다. 특히 퓨리케어 다른 제품과 다르게 소음도 없고 음성안내도 조용조용하고 AI기능으로 선택하면 알아서 옵션을 조절해주어 좋습니다.' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS205NSJAM,"많은 사용자 리뷰에서 '그냥 이뻐서 일단 좋아요.
에이아이 기능으로 켜두면 알아서 잘 공기를 관리해줘서 정말 편하고 좋습니다. / 인테리어 효과도 좋고, 민감하고 세부적인 공기청정모드에 매우 만족합니다~ 휠세트도 신의 한수였어요~ 넘 편리합니다~~
가전구독중인데 얼마 전 방문 점검도 꼼꼼하게 봐주셨어요. / 공기청정기 구매했는데 너무 좋아요! 미세먼지 걱정도 집안 냄새 걱정도 끝이네요 이제~ 잘 쓰겠습니다!' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS065CWHA,"많은 사용자 리뷰에서 '엘지 가전을 사랑하는 사람 + 고양이 집사인 제가 에어로캣타워를 지나칠 수 없어서 구입하고 3개월이 조금 안 되게 사용해 봤습니다.
처음에 냥이가 낯설어해서 그런지 잘 안 올라가고 무시당했었는데 며칠 지나니 저기만 올라가서 자요! 창가 쪽으로 옮겨주니 더 좋아하는 것 같습니다.
어플로 연동되는 거 너무 좋고 몸무게도 나오고 얼마나 머물렀는지도 나와서 짱짱 좋습니다~
냥이 애착 공간이 돼서 좋고 겨울에 온열 기능도 켜줄 수 있어서 좋을 것 같아요 :) / 캣타워랑 공기청정기를 장만하려했는데 마침 캣타워 겸 공기청정기를 합친 제품이 나와서 구독(계약)하게 되었습니다. 특히 펫 특화 공기청정기라서인지 필터도 펫특화 필터이고 Top부분엔 고양이가 안아서 쉴수있는 공간이 마련되어있어서 좋습니다. Top부분 바스켓을 쉽게 오르내릴수있도록 발받침이 있는점도 매우 좋습니다. 부가적인 기능으로 앱으로 고양이의 체중을 확인할수있고 바스캣 비닥이 온열기능도 한몫하는거 같습니다. 고양이를 키우는 집에서는 매우유용하게 사용될 수 있을만한 제품임이 틀림없습니다. / 고양이가 따뜻하게 쉴 수 있는데 체중까지 재다니!
거기에 반해 구입했는데 공기청정기의 기능만으로도 사실 좋았습니다. 첫 일주일은 고양이들이 사용을 안 해서ㅋㅋ 그게 더 눈에 띈 것도 있죠. 매일 간식 놓아가며 적응시켰더니 이제 둘 중 한 마리는 완벽 적응! 낮 시간에 따땃하게 잘 쉬고 가요 ㅎㅎ

저희집은 자리가 좁아서 디딤판은 빼버렸는데요, 앞으로 나올 제품에서는 디딤판이 없어도 좋겠습니다. 옵션으로 선택해도 좋구요. 거기도 뭔가 바구니를 달아서 활용하게 하지 않으면 디딤판이 없어도 저 정도 높이는 충분히 올라가거든요. 넓은 집에선 필요하려나요.

글구 어플에서 냥이의 사용기록이 더 남아 있으면 좋겠어요. 지금은 바로 직전 기록만 있거든요. 날짜와 이용시간, 체중 등의 기록을 따로 볼 수 있는 곳이 어플에 생기길 기대할게요. 글구 혹시 된다면 무게가 다른 고양이의 기록이 따로 나오면 좋겠는데 ㅎㅎ 완전히 몸을 기대지 않으면 몸무게의 반밖에측정이 안 되어서 그걸 구분하긴 어렵겠죠?^^;; 저희집은 하나는 4.7이고 하나는 5.2거든요.

하여간 가격이 좀 비싸지만 디자인도 예쁘고 만족합니다. 잘 쓸게요~' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS335NSAC,"많은 사용자 리뷰에서 '디자인 자체가 이뻐서 인테리어 효과도 좋고 소음도 좋고 ai모드로 설정해두면
알아서 공기정화를 시켜주지 편안하고 오래 잘 쓸 것 같아요 / 환절기에 탁한 공기 정화하려고 샀는데 아주 좋아요
기능이 좋을뿐만아니라 디자인도 너무 예뻐요 / 성능도 뛰어나고, 무엇보다 인테리어 효과까지 좋습니다. 공기가 쾌적합니다^^' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS185DWWD,"많은 사용자 리뷰에서 '전원 off일땐 머리가 내려가 있고,전원ON일 땐 머리를 들어 집안 공기를 정화시켜주네요. 냄새제거도 되고, 360도 돌면서 공기정화해주니 넘넘 좋습니다. 대부분 오토모드로 쓰고 있는데, 소음도 거의 없습니다. 디자인도 좋아서 바라볼 때 마다 집에 로봇하나 키우는 것 같은 느낌!! (울라프~~) ㅎㅎ 기분이 좋아져요! 만족합니다. / 아기가태어나서 공기청정기구입했어요
기능이너무좋고 오토모드가있어서 좋아요
너무잘샀어요 / 성능 매우 좋고 공기 청정 잘되요!
디자인도 이뻐서 집이랑 잘 어울립니다!' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS065SWHA,"많은 사용자 리뷰에서 '[LG전자로부터 상품 협찬을 받아 작성한 LG 에어로스피커 제품 체험단 후기입니다. ]

최근 새로 들인 LG 퓨리케어 오브제컬렉션 에어로스피커, 정말 만족도가 높아요.
공기청정기, 블루투스 스피커, 무드등, 무선충전까지 하나로 결합된 제품이라 공간을 깔끔하고 효율적으로 사용할 수 있는 장점이 크더라고요.

게다가 스피커 음질이 고퀄리티라 음악을 들을 때 공간 분위기가 확 살아나고요, 360° 공기청정 기능 덕분에 항상 쾌적한 환경을 유지할 수 있어 너무 좋아요.
특히 AI 맞춤 운전으로 에너지까지 절약되니 실용성도 최고죠.

테이블로도 활용 가능하고, 무선 충전 기능까지 탑재되어 있어 자취방처럼 작은 공간에도 딱일것 같네요.

감성 무드등까지 더해지니 우리 집 힐링 포인트!
디자인도 세련돼서 인테리어 아이템으로도 손색없어요.

실용성과 감성을 모두 잡은 가전제품을 찾는분들께 강력 추천합니다! / LG전자로부터 상품 협찬을 받아 작성한 LG 에어로스피커 제품 체험단 후기입니다.

한눈에 반한 디자인과 생각보다 훨씬 강력한 성능을 가진
LG 퓨리케어 오브제컬렉션 에어로스피커는 단순한 공기청정기가 아니라
풍부한 사운드와 감성 무드까지 누릴 수 있는 복합가전이라는 점에서
사용할수록 만족감이 높은 제품이더라고요.

에센스 화이트 컬러에 감각적인 테이블형 디자인으로 거실이 한층 고급스러워졌구요
사이드 테이블르도 사용할 수 있어서 공간 활용면에서도 최고예요.

무엇보다 음악을 좋아하는 저에게 고품질 스피커 기능이 너무 만족스러웠어요.
저역 강화 알고리즘 덕분에 작은 볼륨에서도 사운드가 균형감 있게 들리고,
힐링 ASMR 사운드는 밤마다 꿀잠 자는 데 한몫 해요 :)

여기에 무선충전, 무드등, 공기청정 기능까지 있어서
스마트폰 앱으로 무드조명 컬러 바꾸고,
공기질 체크까지 하니 진짜 똑똑한 가전이구나 싶어요.

복잡한 조작 없이도 깨끗한 공기 + 풍부한 사운드 + 감성 무드까지 에어로스피커 1대로 누릴수 있으니 너무 괜찮죠? 공기청정기 고민 중이라면 강추할게요! / LG전자로부터 상품 협찬을 받아 작성한 LG 에어로스피커 제품 체험단 후기입니다.

공기청정기와 스피커의 만남이라니 정말 대박 아이디어 아닌가요.
평소 청소하면서 노래를 듣는 편인데, LG 퓨리케어 오브제컬렉션 에어로스피커 덕분에 요즘 즐거워요
집안 인테리어에도 찰떡!

혼자있는 오후 시간에 잔잔한 음악을 들으며
커피한잔하고, 책도 읽고~! 그야말로 힐링이랍니다.
테이블 위에 무선충전도 가능하니 더 편리해서 아이들이 더 좋아해요
공기청정기 위에 무언가 올려둘 수 있다는건! 최고죠

밤에는 LG ThinQ앱으로 무드등까지 +_+.
밝기 조절도 가능하고 기본 색상 설정 각종 테마에 따른 설정도 가능해
즐거움이 한차례 더 업! 된답니다.ㅎ 분위기 살려~~~!!
일단 저희집 인테리어와도 너무 잘 어울려서 더 좋아요.

기존에 에어로퍼니처의 테이블/ 무선충전/ 무드등 기능은
동일하게 제공하면서 스피커로 활용할 수 있답니다.
상단 스피커와 함께 호환이 가능하니, 특별함을 만나보면 좋겠죠.

그리고 공기청정기의 기능까지 굳!!
장착된 V필터는 극초미세먼지 99.999% 제거는 기본,
생활 냄새의 원인이 되는 5대 유해가스까지 제거해줍니다.
UV팬살균으로 깨끗한 공기를 내보내는 팬까지 99.99% 살균하니
LG의 공기청정 성능은 말해뭐해~.~

쇼파테이블 이제는 가라! 우리집LG퓨리케어 에어로스피커다!' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS195DWWAM,"많은 사용자 리뷰에서 '몇일동안 고민해보고 주문했는데 공기도 깨끗해지고 미세먼지나 냄새까지 케어되서 너무 좋아요. 신혼가전 살 때 같이 포함해서 미리 구매할껄 후회했어요.ㅎㅎ
조작방법도 단순해서 편하고 필터 교체도 쉽고 무게가 무거워서 안정감도 있어요. 무겁지만 휠까지 있어서 이동하기도 편합니다. 크기도 적당하고 디자인도 깔끔해서 예뻐요. 설치 기사님도 정말 친절하시고 자세하게 설명해주셨어요. / 디자인이 넘 깔끔하고 기능도 좋은거 같습니다!! 색깔로 공기 상태도 표시해줘서 좋아요ㅎㅎ / 작은집에 공간차지 많이하지않는 공기청정기 원했는데 딱 좋아요~ 화이트색상이라 깔끔하구 성능은 말해뭐해 좋습니다👍' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS305DWWA,"많은 사용자 리뷰에서 '편리하고 공기가 좋아지는것 같아서
좋습니다 / 집이 고층이라 미세먼지가 많아 구매했어요~~
잘 작동하네요 공기가좋아진거같기도하고 좋아요 / 공기청정기 첫 구매인데 너무 좋아요.
공기가 금방 상쾌해지는 기분~~' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS305DWWAM,"많은 사용자 리뷰에서 '에너지 효율이 좋아서 사용해도 마음이 편하고 디자인적인 부분도 이뻐서 인테리어 망치지 않아서 좋아요. 이동도 쉽게 가능합니다. / 공기청정기 구매하면서 같이 구매했는데 이동할때 편해요 / 2단이라 확실히 빠르고 좋내요! 거실에 두고 쓰는데, 주방 공기청정기도 잘 되고, 공기 환기 잘 되는거 같아요.' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS285DWWC,"많은 사용자 리뷰에서 '제품 디자인이 너무 이뻐서 갖고 싶었는데 좋은기회가 생겨서 구입했어요~!
역시 가까이서 봐도 넘 고급지고 이쁘구요
집안 공기 상태를 몰랐는데 바로 확인도 가능하고 공기가 청정해짐을 느끼니 넘 좋습니다.
모든게 완벽해요ㅎ / 빠르고 안전하게 잘받았습니다.
공기청정 기능도 뛰어나고 실내공기 상태를 확인할 수 있어서 좋습니다. / 요즘 공청기 필수품으로 많이 사용하시잖아요.
소음도 적은데 공기질이 좋아지는게
확실하게 느껴집니다.
음식했을때 냄새 잡는것도 너무 좋아요.' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS185LSAA,"많은 사용자 리뷰에서 '디자인이랑 색깔이 예뻐서 샀어요
출시된지 얼마 안되서 리뷰가 없어 고민했는데, 실물도 너무 맘에듭니다!!' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
FS065PSJC,"많은 사용자 리뷰에서 '선풍기 온풍기 거기에 공기청정기 기능까지 있어 넘. 좋인요 공간도 많이 차지 하지 않고 디자인도 이쁘고
오는 사람 마다 탐으내요 / 기존에 사용하던 공기청정기 보다 훨씬 좋아 보이고 디자인도 이뻐 구매하게 되었습니다 만족합니다 여름에는 시원하고 겨울에는 온풍이 나와서 따뜻해 질 것 같은 데 겨울이 되면은 어떤 성능이 나올지 너무너무 기대 됩니다 / 기능도 많고 선풍기 온풍기까지나와서 더 만족해요' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS195DWWA,"많은 사용자 리뷰에서 '제가 폐수술하고 공기 청정기 구입하기 잘쓰고 있어요 .원형색상으로 현재 우리집 공기 상태를 알게되어 좋고 가까이가면 찬바람도나오고 모델이 고급지고 예뻐요 .만족합니다 / 디자인도 이쁘고 좋아요
아기가 태어나서 좋은 공기 마시게하려구
카드 만들어서 구독했는데
만족해요. 청소기로 열어서 청소하려고 보면 먼지가 가득 붙어있어서 진짜 열일 한다고 생각이 들어요.
먼지, 가스, 냄새 등 다 잡아줘서 좋습니다 / 환기시키기 어려운닐 열일해주니 맘편히 잘 사용하고있어요 디자인도 굿' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS335NGACM,많은 사용자 리뷰에서 'Ai공기청정 기능 최고에요! / 공청기로 미세먼지가 많이 줄었습니다. 잘사용할게요 / 공이질이 좋아져서 너무 좋아요~^^' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다.
AS285DWWA,"많은 사용자 리뷰에서 '디자인, 색상, 사용편리성이 넘 맘에 들어요
가동하면 금방 공기가 청정해지는것 같구요
또 ThinQ 기능으로 제어할수 있어 넘 편리하네요 / 사무실용 공청기
가성비 만족~~~~
좋아요 / 아주 좋아요
쾌적하구요' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS285DWWD,"많은 사용자 리뷰에서 '필요해서 기다리고 있었는데 가격이 착해서 구입합니다. 성능도 믿음직하고 부피는 크지만 필터의 단면적이 넓기 때문에 성능이 기대됩니다. 좋아요 / 성능, 디자인 전부 마음에 들어요~ / 띵큐 사용 너무 편리하고 좋아요.
디자인 깔끔하고, 엘지의 기술력이니 기능은 의심 하지 않습니다' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
AS285DWWAM,많은 사용자 리뷰에서 '공기 청정기가 있어 너무 상쾌띠 ~ / 공기가 넘 좋아져서 행복합니다! ㅋㅋㅋ / 집이 깔끔해 보이고 성능이 좋아요' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다.
AS405BWRP,많은 사용자 리뷰에서 '리뷰 없음' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다.
AS064PWBAS,"많은 사용자 리뷰에서 '시나모롤 너무 귀엽죵 >_< 스피커 할까 고민하다가 시나모롤이 있길래 호다닥 질렀습니다. 침대, 무드등, 공기청정, 무선충전, 시나모롤, 완벽합니다. / 시나모롤이 너무 귀엽고 시나모롤 좋아하는 사람한텐 너무 짜릿해요! 무선충전도 은근히 쓰게되네요! / <성능과 편리성>
공기청정기하면 LG 퓨리케어죠! 게다가 오브제컬렉션 에어로 퍼니처라는 이름답게 탁자같다는 느낌이 들어요. 테이블탑에 물건도 올려둘 수 있고, 핸드폰도 충전할 수 있는데 공기청정기와 무드등 역할도 하니 1석 4조네요.

<디자인>
시나모롤 리미티드 에디션으로 소장가치도 있고, 시나모롤 캐릭터가 그려 있어서 귀엽고 사랑스럽습니다.

<소음>
취침시 1단으로 켜 두면 켜 있는지 모를 정도로 소음이 거의 없습니다.' 라는 의견이 반복적으로 나타나 이 모델을 추천할 만합니다."
