제품군,URL,제품명,모델명,상태,정가,판매가,최대혜택가,구매혜택안내,6년구독가격,최대혜택구독가격,평점,이미지리스트,색상,표준사용면적 (㎡),정격전원 (V / Hz),소비전력 (W),에너지 소비효율등급,디스플레이 타입,"제품 크기 (WxHxD, mm)",제품무게 (kg),360˚ 청정,센서,취침예약,리모컨,잠금 기능,미세먼지 농도 표시,냄새 표시,UP 가전,청정 표시등,청정세기,오토 모드,클린부스터 모드,듀얼청정 모드,싱글청정 모드,청정필터 교체 알림,먼지 입자 크기 표시,클린부스터 세기,펫 모드 (ThinQ),공기청정 필터,BAF인증 (영국 알러지협회),CA인증 (한국 공기청정협회),ThinQ(Wi-Fi),스마트 진단,품명 및 모델명,동일모델의 출시년월,제조자 (수입자),제조국,KC 인증 필 유무,KC인증조회,전기용품 안전인증(확인신고) 번호,전자파 적합성 인증(등록) 번호,전자파 적합성 인증(등록) 번호 (Wi-Fi),판매자,품질보증기준,A/S 책임자와 전화번호,UV공기살균,UV팬살균,필터 인식 센서,베이비 모드 (ThinQ),새집 모드 (ThinQ),실내외연동 모드 (ThinQ),요리 모드 (ThinQ),매연 모드 (ThinQ),운동 모드 (ThinQ),인공지능+,음성안내,인공지능 모드,CA센서인증 (한국 공기청정협회),PA인증 (한국 오존자외선협회),AI+인증 / AI 공기질 센서 (한국 표준협회),AI+인증 / AI 맞춤 운전 (한국 표준협회),펫 모드,클린부스터,듀얼청정,싱글청정,취침모드,무드 조명,스마트+모드,"소비전력(선풍(터보), W)","소비전력(온풍(10단), W)",소음 (터보 / 10단계 / 취침모드) (dB),"소음(선풍, 터보/10단계/1단계) (dB)","소음 (온풍, 10단계/1단계) (dB)",집중청정 (온풍),집중청정 (선풍),공간청정,자동바람,회전,바람세기,온도/습도 표시,세이프 플레이트,세이프 가드,무선적합인증 번호,무선 충전,고양이 온열 좌석,고양이 체중 측정,고양이 휴식 모드,전자파 적합성 인증(등록) 번호 (UWB),스피커 출력(W),사운드 시스템,청정 사용 면적 (㎡),KAF인증 (한국 천식알러지협회)
공기청정기,https://www.lge.co.kr/air-purifier/as305dwwa,LG 퓨리케어 AI 360˚ 공기청정기 플러스100㎡2등급,AS305DWWA,판매중,"1,464,000원","1,319,000원","1,161,600원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 35,400 원","월 9,400원",5.0,"['https://www.lge.co.kr/kr/images/air-purifier/md10526828/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/360view/product/AS305DWWA/AS305DWWA.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526828/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526828/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526828/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526828/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526828/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526828/gallery/small06.jpg']",크리미스노우,100.0,220V / 60Hz,70,2등급,LED + 터치 버튼,"376 x 1,073 x 376",19.0,O,PM 1.0 센서 / 냄새 센서,2/4/8/12 시간,X,O,O,O,O,"4단계, [매우나쁨→좋음] 빨강/주황/초록/파랑",5단계(자동/약/중/강/터보),O,,,,O,PM 1.0 / 2.5 / 10,5단계(자동/약/중/강/터보),,360˚ 퓨리청정 V 필터 × 2개,O,O,O,O,AS305DWWA,2025-01,LG전자㈜,대한민국,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,XM070011-16007,R-R-LGE-AS305DWWA,R-C-LGE-LCWB-001,LG전자㈜,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,O,,,,,,,,,,,,,,X,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
공기청정기,https://www.lge.co.kr/air-purifier/as305dwwam,LG 퓨리케어 AI 360˚ 공기청정기 플러스+ 무빙휠 세트100㎡2등급,AS305DWWAM,판매중,"1,541,000원","1,388,000원","1,225,800원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 35,900 원","월 9,900원",5.0,"['https://www.lge.co.kr/kr/images/air-purifier/md10551826/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/360view/product/AS305DWWA/AS305DWWA.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10551826/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10551826/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10551826/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10551826/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10551826/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10551826/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10551826/gallery/small07.jpg']",크리미스노우,100.0,220V / 60Hz,70,2등급,LED + 터치 버튼,"376 x 1,073 x 376",19.0,O,PM 1.0 센서 / 냄새 센서,2/4/8/12 시간,X,O,O,O,O,"4단계, [매우나쁨→좋음] 빨강/주황/초록/파랑",5단계(자동/약/중/강/터보),O,,,,O,PM 1.0 / 2.5 / 10,5단계(자동/약/중/강/터보),,360˚ 퓨리청정 V 필터 × 2개,O,O,O,O,AS305DWWA,2025-01,LG전자㈜,대한민국,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,XM070011-16007,R-R-LGE-AS305DWWA,R-C-LGE-LCWB-001,LG전자㈜,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,O,,,,,,,,,,,,,,X,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
공기청정기,https://www.lge.co.kr/air-purifier/as285dwwc,LG 퓨리케어 AI 360˚ 공기청정기 플러스97㎡2등급,AS285DWWC,판매중,"1,353,000원","899,000원","808,200원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/air-purifier/md10526832/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/360view/product/AS305DWWA/AS305DWWA.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526828/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526832/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526832/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526832/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526832/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526832/gallery/small06.jpg']",크리미스노우,97.0,220V / 60Hz,70,2등급,LED + 터치 버튼,"376 x 1,073 x 376",19.0,O,PM 1.0 센서 / 냄새 센서,2/4/8/12 시간,X,O,O,O,O,"4단계, [매우나쁨→좋음] 빨강/주황/초록/파랑",5단계(자동/약/중/강/터보),O,,,,O,PM 1.0 / 2.5 / 10,5단계(자동/약/중/강/터보),,360˚ 퓨리청정 V 필터 × 2개,O,O,O,O,AS285DWWC,2025-01,LG전자㈜,대한민국,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,XM070011-16007,R-R-LGE-AS305DWWA,R-C-LGE-LCWB-001,LG전자㈜,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,O,,,,,,,,,,,,,,X,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
공기청정기,https://www.lge.co.kr/air-purifier/fs065psjc,LG 퓨리케어 오브제컬렉션 에어로타워 Hit (온풍 겸용)18.4㎡,FS065PSJC,판매중,"1,209,000원","1,090,000원","985,800원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/air-purifier/md10526827/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/360view/product/FS065PSKA/FS065PSKA.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526826/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526826/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526826/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526826/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526826/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526826/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526826/gallery/small07.jpg']",카밍 베이지,18.4,220V / 60Hz,"1,500",3등급,LED + 터치 버튼,"265 x 1,120 x 265",11.1,,조도 센서 / PM 1.0 센서 / 냄새 센서 / 습도 / 필터 수명 센서 / 온도,1-12 시간,O,X,O,O,O,"4단계, [매우나쁨→좋음] 빨강/주황/초록/파랑",,,,,,O,,,,에어로 퓨리청정 V 필터 × 1개,O,O,O,O,FS065PSJC,2025-01,㈜세일사,대한민국,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,HM07125-22171,R-R-LGE-FS065PSKA,"R-C-LGE-LCWB-001, R-R-OHS-LCR-001",LG전자㈜,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,X,X,O,,,,,,,,X,,,,,,,,,,X,,,40,"1,500",52 / 44 / 23,52 / 44 / 25,44 / 26,O,O,X,O,좌우 (정지/45°/60°/90°/140°),온풍 10단계 / 선풍 11단계 (1-10 / 터보),O,O,O,,,,,,,,,,
공기청정기,https://www.lge.co.kr/air-purifier/as185lsaa,LG 퓨리케어 AI 오브제컬렉션 월핏 (스탠드)59.4㎡2등급,AS185LSAA,판매중,"877,000원","790,000원","706,800원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 25,900 원",월 0원,5.0,"['https://www.lge.co.kr/kr/images/air-purifier/md10698828/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10698828/gallery/WallFit_stand_hr_360.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10698828/gallery/AS185LGAA_f01_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10698828/gallery/AS185LGAA_f02_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10698828/gallery/AS185LGAA_f03_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10698828/gallery/AS185LGAA_f04_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10698828/gallery/AS185LGAA_f05_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10698828/gallery/AS185LGAA_f06_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10698828/gallery/AS185LGAA_f07_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10698828/gallery/AS185LGAA_f08_2g.jpg']",카밍 베이지,,220V / 60Hz,43,2등급,LED + 터치 버튼,560 x 540 x 180,10.1,,PM 1.0 센서 / 냄새 센서,,,O,,,O,"4단계, [매우나쁨→좋음] 빨강/주황/초록/파랑",5단계(자동/약/중/강/터보),,,,,O,,,,퓨리청정 V 필터 × 1개,,O,O,O,AS185LSAA,2025-11,BRI / LG전자㈜,중국,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,ZU07571-25001,R-R-LGE-AS185LSAA,WiFi: R-C-LGE-LCWB-008 / RFID: R-R-OHS-LCR-001,LG전자㈜,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,O,O,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4,
공기청정기,https://www.lge.co.kr/air-purifier/as195dwwa,LG 퓨리케어 AI 360˚ 공기청정기 플러스61.2㎡2등급,AS195DWWA,판매중,"1,109,000원","999,000원","901,200원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 25,400 원",월 0원,4.9,"['https://www.lge.co.kr/kr/images/air-purifier/md10526829/gallery/small-interior02.jpg', 'https://www.lge.co.kr/kr/images/360view/product/AS195DWWA/AS195DWWA.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526829/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526829/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526829/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526829/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526829/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526829/gallery/small06.jpg']",크리미스노우,61.2,220V / 60Hz,48,2등급,LED + 터치 버튼,343 x 587 x 343,11.5,O,PM 1.0 센서 / 냄새 센서,2/4/8/12 시간,X,O,O,O,O,"4단계, [매우나쁨→좋음] 빨강/주황/초록/파랑",5단계(자동/약/중/강/터보),O,,,,O,PM 1.0 / 2.5 / 10,5단계(자동/약/중/강/터보),,360˚ 퓨리청정 V 필터 × 1개,O,O,O,O,AS195DWWA,2025-01,LG전자㈜,대한민국,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,XM070011-18032,R-R-LGE-AS195DWWA,R-C-LGE-LCWB-001,LG전자㈜,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,O,,,,,,,,,,,,,,X,O,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
공기청정기,https://www.lge.co.kr/air-purifier/as335ngacm,LG 퓨리케어 AI 오브제컬렉션 360˚ 공기청정기 알파UP (G 필터) + 무빙휠109㎡2등급,AS335NGACM,판매중,"1,944,000원","1,759,000원","1,542,900원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 46,900 원","월 20,900원",5.0,"['https://www.lge.co.kr/kr/images/air-purifier/md10570832/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10570832/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10570832/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10570832/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10570832/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10570832/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10570832/gallery/small06.jpg']",네이처 그린,109.0,220V / 60Hz,80,2등급,4.3″ 터치 LCD,"377 x 1,100 x 377",20.8,O,조도 센서 / PM 1.0 센서(레이저 센서) / 냄새 센서 / 필터 수명 센서,1-12 시간,O,O,O,O,O,"4단계, [매우나쁨→좋음] 빨강/주황/초록/파랑",5단계(자동/약/중/강/터보),O,O,O,O,O,PM 1.0 / 2.5 / 10,5단계(자동/약/중/강/터보),O,360˚ 퓨리탈취청정 G 필터 × 2개,O,O,O,O,AS335NGAC,2025-01,LG전자㈜,대한민국,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,XM070011-22079,R-R-LGE-AS355NSAH,R-C-LGE-LCWB-004,LG전자㈜,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,X,O,O,O,X,O,X,X,O,O,O,,O,,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
공기청정기,https://www.lge.co.kr/air-purifier/as285dwwa,LG 퓨리케어 AI 360˚ 공기청정기 플러스97㎡2등급,AS285DWWA,판매중,"1,353,000원","1,219,000원","1,068,600원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 34,400 원","월 8,400원",5.0,"['https://www.lge.co.kr/kr/images/air-purifier/md10526831/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/360view/product/AS305DWWA/AS305DWWA.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526828/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526831/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526831/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526831/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526831/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526831/gallery/small06.jpg']",크리미스노우,97.0,220V / 60Hz,70,2등급,LED + 터치 버튼,"376 x 1,073 x 376",19.0,O,PM 1.0 센서 / 냄새 센서,2/4/8/12 시간,X,O,O,O,O,"4단계, [매우나쁨→좋음] 빨강/주황/초록/파랑",5단계(자동/약/중/강/터보),O,,,,O,PM 1.0 / 2.5 / 10,5단계(자동/약/중/강/터보),,360˚ 퓨리청정 V 필터 × 2개,O,O,O,O,AS285DWWA,2025-01,LG전자㈜,대한민국,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,XM070011-16007,R-R-LGE-AS303DWFA,R-C-LGE-LCWB-001,LG전자㈜,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,O,,,,,,,,,,,,,,X,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
공기청정기,https://www.lge.co.kr/air-purifier/as285dwwd,LG 퓨리케어 AI 360˚ 공기청정기 플러스97㎡2등급,AS285DWWD,판매중,"1,353,000원","849,000원","761,700원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/air-purifier/md10526833/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/360view/product/AS305DWWA/AS305DWWA.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526833/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526833/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526833/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526833/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526833/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10526833/gallery/small06.jpg']",크리미스노우,97.0,220V / 60Hz,70,2등급,LED + 터치 버튼,"376 x 1,073 x 376",19.0,O,PM 1.0 센서 / 냄새 센서,2/4/8/12 시간,X,O,O,O,O,"4단계, [매우나쁨→좋음] 빨강/주황/초록/파랑",5단계(자동/약/중/강/터보),O,,,,O,PM 1.0 / 2.5 / 10,5단계(자동/약/중/강/터보),,360˚ 퓨리청정 V 필터 × 2개,O,O,O,O,AS285DWWD,2025-01,LG전자㈜,대한민국,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,XM070011-16007,R-R-LGE-AS305DWWA,R-C-LGE-LCWB-001,LG전자㈜,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,O,,,,,,,,,,,,,,X,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
공기청정기,https://www.lge.co.kr/air-purifier/as285dwwam,LG 퓨리케어 AI 360˚ 공기청정기 플러스 + 무빙휠 세트97㎡2등급,AS285DWWAM,판매중,"1,424,000원","1,283,000원","1,128,100원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),"월 34,900 원","월 8,900원",5.0,"['https://www.lge.co.kr/kr/images/air-purifier/md10557828/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/360view/product/AS305DWWA/AS305DWWA.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10557828/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10557828/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10557828/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10557828/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10557828/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10557828/gallery/small06.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10557828/gallery/small07.jpg']",크리미스노우,97.0,220V / 60Hz,70,2등급,LED + 터치 버튼,"376 x 1,073 x 376",19.0,O,PM 1.0 센서 / 냄새 센서,2/4/8/12 시간,X,O,O,O,O,"4단계, [매우나쁨→좋음] 빨강/주황/초록/파랑",5단계(자동/약/중/강/터보),O,,,,O,PM 1.0 / 2.5 / 10,5단계(자동/약/중/강/터보),,360˚ 퓨리청정 V 필터 × 2개,O,O,O,O,AS285DWWA,2025-01,LG전자㈜,대한민국,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,XM070011-16007,R-R-LGE-AS303DWFA,R-C-LGE-LCWB-001,LG전자㈜,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,O,,,,,,,,,,,,,,X,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
공기청정기,https://www.lge.co.kr/air-purifier/as405bwrp,LG 퓨리케어 스탠드 공기청정기130.9㎡1등급,AS405BWRP,판매중,"2,320,000원","2,090,000원","1,832,100원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,,"['https://www.lge.co.kr/kr/images/air-purifier/md10628830/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10628830/gallery/AS405BWRP_f01_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10628830/gallery/AS405BWRP_f02_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10628830/gallery/AS405BWRP_f03_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10628830/gallery/AS405BWRP_f04_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10628830/gallery/AS405BWRP_f05_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10628830/gallery/AS405BWRP_f06_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10628830/gallery/AS405BWRP_f07_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10628830/gallery/AS405BWRP_f08_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10628830/gallery/AS405BWRP_f09_2g.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10628830/gallery/AS405BWRP_f10_2g.jpg']",화이트,130.9,220V / 60Hz,80,1등급,LED + 터치 버튼,"590 x 320 x 1,840",32.0,,PM 1.0 센서 / 냄새 센서,,,O,O,O,X,"4단계, [매우나쁨→좋음] 빨강/주황/초록/파랑",5단계(자동/약/중/강/터보),O,,,,O,PM 1.0 / 2.5 / 10,,,스탠드 퓨리청정 V 필터 × 2개,,O,O,O,AS405BWRP,2025-06,LG전자㈜,,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,XM070011-18026,R-R-LGE-AS480BWFA,R-C-LGE-LCWB-001,LG전자㈜,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,
공기청정기,https://www.lge.co.kr/air-purifier/as064pwbas,LG 퓨리케어 오브제컬렉션 에어로퍼니처 시나모롤 리미티드 에디션19.8㎡,AS064PWBAS,일시품절,"580,000원","579,000원","510,600원",포인트 최대 0 멤버십 포인트 적립 | 제휴카드혜택 LGE.COM 플러스 서비스 최대 100만원 조건부 할인+ 10% 캐시백 | 결제일 할인 신용카드 7% 결제일 할인 (신한/현대/국민/롯데) | 무이자 카드사별 무이자 할부 혜택 | 간편결제 네이버페이 7% 포인트 적립(최대 10만원) 토스페이 1% 포인트 적립 (최대 2만원),,,5.0,"['https://www.lge.co.kr/kr/images/air-purifier/md10565827/gallery/small-interior01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10565827/gallery/small07.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10565827/gallery/small01.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10565827/gallery/small02.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10565827/gallery/small03.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10565827/gallery/small04.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10565827/gallery/small05.jpg', 'https://www.lge.co.kr/kr/images/air-purifier/md10565827/gallery/small06.jpg']",,19.8,220V / 60Hz,28,3등급,,410 x 561 x 410,7.2,O,PM 1.0 센서,,,,,,O,"4단계, [매우나쁨→좋음] 빨강/주황/초록/파랑",5단계(자동/약/중/강/취침),O,,,,O,,,,에어로 퓨리청정 V 필터 × 1개,O,O,O,O,AS064PWBAS,2025-03,㈜세일사,대한민국,KC 인증 필 유무,공정거래위원회(소비자24)제공 인증정보 조회,XM070053-22001,R-R-LGE-AS062PRHAR,R-C-LGE-LCWB-001,LG전자㈜,결함·하자 등에 따른 소비자피해에 대해서는 소비자분쟁해결기준(소비자기본법 제 16조)에 따라 보상 가능,LG전자서비스센터 / 1544-7777,,O,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,N/A,O,,,,,,,,O
